allowance_id,employee_id,allowance_type,allowance_amount,allowance_start_date,allowance_end_date
658fc6dc-9d23-4c82-bc5d-5e7d3f2de39b,E0000025,First Aid Allowance,19.76,2024-02-04,2024-02-10
7d5dc329-b7a6-40d2-b1b6-58e48b5ff7f0,E0000025,First Aid Allowance,19.76,2024-02-11,2024-02-17
a6b6ea07-0152-4144-8960-37f2b3a1b4e0,E0000025,First Aid Allowance,19.76,2024-02-18,2024-02-24
26647f44-7267-4ba2-8fd9-9d51844d0b4b,E0000025,First Aid Allowance,19.76,2024-02-25,2024-03-02
0ed8be4c-8e76-4c7b-83d0-2ff10fec6626,E0000025,First Aid Allowance,19.76,2024-03-03,2024-03-09
c56b858f-8ef5-4328-95fb-0f8536cf4c43,E0000025,First Aid Allowance,19.76,2024-03-10,2024-03-16
c6b36970-3a20-4e0e-a24a-c916e8512904,E0000025,First Aid Allowance,19.76,2024-03-17,2024-03-23
5c27fddd-e1c0-43b6-86ba-adbefc27d885,E0000025,First Aid Allowance,19.76,2024-03-24,2024-03-30
0cad3d82-3812-4b07-8b60-4f1570f90501,E0000025,First Aid Allowance,19.76,2024-03-31,2024-04-06
cf3ebaa9-e88a-4930-9b59-85c01a95249e,E0000025,First Aid Allowance,19.76,2024-04-07,2024-04-13
1d5a3565-27e1-4c78-bb70-8b0e6db4f1c5,E0000025,First Aid Allowance,19.76,2024-04-14,2024-04-20
57fcecbb-416b-43c2-bd63-d9b0dc6a5143,E0000025,First Aid Allowance,19.76,2024-04-21,2024-04-27
df10db30-c568-433f-abf1-ff781336c9b3,E0000025,First Aid Allowance,19.76,2024-04-28,2024-05-04
78d376be-3489-4fed-b7f6-a72b7c8a60b1,E0000025,First Aid Allowance,19.76,2024-05-05,2024-05-11
565881cf-543e-46c2-9e9a-0db3f7a88296,E0000025,First Aid Allowance,19.76,2024-05-12,2024-05-18
7bb007e0-cecd-4b9f-81ab-92ebcd93c33b,E0000025,First Aid Allowance,19.76,2024-05-19,2024-05-25
8fa9efd5-9e07-4736-b8ac-a006642dc47c,E0000025,First Aid Allowance,19.76,2024-05-26,2024-06-01
76eb87fc-83bd-4cad-b0af-2c40b85a3912,E0000025,First Aid Allowance,19.76,2024-06-02,2024-06-08
5aecb415-e1fc-4948-a5c0-a37d172d5668,E0000025,First Aid Allowance,19.76,2024-06-09,2024-06-15
5defb1c8-442b-46f7-be8b-ebff8dc464a7,E0000025,First Aid Allowance,19.76,2024-06-16,2024-06-22
cbe5b0f6-3ec5-43ae-af86-9ee5c0b27edb,E0000025,First Aid Allowance,19.76,2024-06-23,2024-06-29
32a39634-099d-4abb-b1ec-3fcff75f1ff6,E0000025,First Aid Allowance,19.76,2024-06-30,2024-07-06
1acef074-d0bc-4473-86c8-c3238d640b7f,E0000025,First Aid Allowance,19.76,2024-07-07,2024-07-13
8091c6e4-cb4b-4269-ada4-79d5abf44b8b,E0000025,First Aid Allowance,19.76,2024-07-14,2024-07-20
79ee5806-ff69-44ad-83bd-04a6b79757e9,E0000025,First Aid Allowance,19.76,2024-07-21,2024-07-27
6f94ee8b-a29c-4bf0-9971-60be58f41401,E0000025,First Aid Allowance,19.76,2024-07-28,2024-08-03
32c9da1e-bc17-451b-9fb3-bc6dea3dc999,E0000025,First Aid Allowance,19.76,2024-08-04,2024-08-10
e46c843d-caef-405c-8a68-abae1db03bff,E0000025,First Aid Allowance,19.76,2024-08-11,2024-08-17
584caf9e-dfdb-401c-96f2-5282bebf7088,E0000025,First Aid Allowance,19.76,2024-08-18,2024-08-24
c0d3997b-2eab-4acf-9ca2-95b627bebece,E0000025,First Aid Allowance,19.76,2024-08-25,2024-08-31
ff87007d-b0df-4e53-ada5-1d842a3c57b0,E0000025,First Aid Allowance,19.76,2024-09-01,2024-09-07
6e4e9bc0-8b0c-477a-a845-87879158abde,E0000025,First Aid Allowance,19.76,2024-09-08,2024-09-14
e3dfff40-535f-4844-9386-181a4dc3e647,E0000025,First Aid Allowance,19.76,2024-09-15,2024-09-21
9b8eb01e-d224-488c-966a-1ec2641c500a,E0000025,First Aid Allowance,19.76,2024-09-22,2024-09-28
a0e7f303-7b10-48d7-94b4-56380eecd360,E0000025,First Aid Allowance,19.76,2024-09-29,2024-10-05
51e6fd24-6300-4eb3-b2d3-e169f9ed260e,E0000025,First Aid Allowance,19.76,2024-10-06,2024-10-12
e0ed6415-aff7-410d-9d49-f94af4b2504d,E0000025,First Aid Allowance,19.76,2024-10-13,2024-10-19
df6bcefe-841d-43d6-abc1-7b5fb5cfcfbf,E0000025,First Aid Allowance,19.76,2024-10-20,2024-10-26
969a2508-f52e-41d3-b529-24d58b6d0e7e,E0000025,First Aid Allowance,19.76,2024-10-27,2024-11-02
945dc2de-a237-4680-aadb-5c4c789bac08,E0000025,First Aid Allowance,19.76,2024-11-03,2024-11-09
6151a8ed-252e-4de9-8ee7-1b959851ad8d,E0000025,First Aid Allowance,19.76,2024-11-10,2024-11-16
0f6b5c08-e878-4e89-a767-b9db31d63a1b,E0000025,First Aid Allowance,19.76,2024-11-17,2024-11-23
85046d95-14e1-4eb0-97f2-3d39f290c59b,E0000025,First Aid Allowance,19.76,2024-11-24,2024-11-30
ee6de828-1128-480c-a4e8-6882948f1136,E0000025,First Aid Allowance,19.76,2024-12-01,2024-12-07
27b28b2b-c758-4dec-9390-c8a4f2f7ca60,E0000025,First Aid Allowance,19.76,2024-12-08,2024-12-14
abb7a4f5-d2bd-4faa-8888-91f5095be892,E0000025,First Aid Allowance,19.76,2024-12-15,2024-12-21
55fbaf12-024d-45d3-9da6-3a19913c4f8a,E0000025,First Aid Allowance,19.76,2024-12-22,2024-12-28
7f269943-7bab-49bb-a689-f0efb2261fc1,E0000025,First Aid Allowance,19.76,2024-12-29,2025-01-04
f21a93c9-d313-42ee-a0d0-b380c1f2f83e,E0000025,First Aid Allowance,19.76,2025-01-05,2025-01-11
73d48d8a-70e4-49f2-a6bf-73706b3b1ffa,E0000025,First Aid Allowance,19.76,2025-01-12,2025-01-18
599b5231-7e73-48ba-9d53-cde925f25f8d,E0000025,First Aid Allowance,19.76,2025-01-19,2025-01-25
bceeb839-e83b-42c4-8dbb-12bc4cbe916d,E0000025,First Aid Allowance,19.76,2025-01-26,2025-02-01
f0b23584-85be-4994-a38a-7de5c2ed9411,E0000025,First Aid Allowance,19.76,2025-02-02,2025-02-08
480e02da-3f40-4f3b-86f2-e083bdba837d,E0000025,First Aid Allowance,19.76,2025-02-09,2025-02-15
6c5900e8-1d2a-45a2-a738-730954276b5c,E0000025,First Aid Allowance,19.76,2025-02-16,2025-02-22
0d013a75-b4d2-4be5-a5ca-94f6fce87c1e,E0000033,First Aid Allowance,19.76,2022-01-25,2022-01-31
392ace71-cc0f-4102-9826-65eae6043c59,E0000033,First Aid Allowance,19.76,2022-02-01,2022-02-07
a501a2d4-d4f5-4ae9-a37d-c8e50dc1dea1,E0000033,First Aid Allowance,19.76,2022-02-08,2022-02-14
f669cc59-25a1-49a3-b26b-954a9d3c824b,E0000033,First Aid Allowance,19.76,2022-02-15,2022-02-21
ef0a8df1-7e0e-4a38-83e4-51bee1610b77,E0000033,First Aid Allowance,19.76,2022-02-22,2022-02-28
91ae984d-8ab1-45c3-9569-a1ddd62bd8f7,E0000033,First Aid Allowance,19.76,2022-03-01,2022-03-07
b5606033-d7dd-40f0-8aa1-102c40401aee,E0000033,First Aid Allowance,19.76,2022-03-08,2022-03-14
12854bc0-58f4-4bf4-9d9f-9b80f963a2dd,E0000033,First Aid Allowance,19.76,2022-03-15,2022-03-21
3a722a3d-1bf1-4c9c-a75e-9f699ccb2134,E0000033,First Aid Allowance,19.76,2022-03-22,2022-03-28
5cb9f7f9-25f3-4276-aa2f-3ec659d9b03d,E0000033,First Aid Allowance,19.76,2022-03-29,2022-04-04
3dadb80c-9a52-4d49-9c99-d736b670235e,E0000033,First Aid Allowance,19.76,2022-04-05,2022-04-11
50474af8-5cba-419a-b190-f657eb4dc876,E0000033,First Aid Allowance,19.76,2022-04-12,2022-04-18
d371e8f7-c397-4c63-b9c6-4472fcb5a952,E0000033,First Aid Allowance,19.76,2022-04-19,2022-04-25
0eafb9f5-e0e5-46af-add1-9c1f6fe77a6e,E0000033,First Aid Allowance,19.76,2022-04-26,2022-05-02
579d89c8-4880-4b85-a1ef-1a57885141a6,E0000033,First Aid Allowance,19.76,2022-05-03,2022-05-09
0015d6e9-ee68-4513-8160-d4be72fcbd89,E0000033,First Aid Allowance,19.76,2022-05-10,2022-05-16
3512846d-2418-4d4a-af68-9940b1bba932,E0000033,First Aid Allowance,19.76,2022-05-17,2022-05-23
cd5cf3b2-bbed-41a6-bdf0-de8d34d289b5,E0000033,First Aid Allowance,19.76,2022-05-24,2022-05-30
4b0decab-9e60-4f79-a6e6-94d5b8cb3b37,E0000033,First Aid Allowance,19.76,2022-05-31,2022-06-06
12db62ae-7d86-4b2d-9478-45b4c04689dd,E0000033,First Aid Allowance,19.76,2022-06-07,2022-06-13
81d6ad5a-0dd1-4a71-b473-6102840e8275,E0000033,First Aid Allowance,19.76,2022-06-14,2022-06-20
a736c238-bc87-4c41-a170-83564c5ebb8b,E0000033,First Aid Allowance,19.76,2022-06-21,2022-06-27
ccb7bc0c-448c-47c1-b40b-b7c642690159,E0000033,First Aid Allowance,19.76,2022-06-28,2022-07-04
0bcce08a-aa6c-4981-a1af-96cb70c087b3,E0000033,First Aid Allowance,19.76,2022-07-05,2022-07-11
f98cf977-0715-4599-8c8d-04d48dc6bb35,E0000033,First Aid Allowance,19.76,2022-07-12,2022-07-18
77a5ca8c-c9e6-45e8-bfe0-87979aff7b3b,E0000033,First Aid Allowance,19.76,2022-07-19,2022-07-25
fbabd271-545f-4ef0-948f-312ca889028b,E0000033,First Aid Allowance,19.76,2022-07-26,2022-08-01
7f3ca0dd-6d01-4f40-b4fa-37229ba07ab2,E0000033,First Aid Allowance,19.76,2022-08-02,2022-08-08
ad21e389-1e44-4cd4-95b5-91a2c8c5ac73,E0000033,First Aid Allowance,19.76,2022-08-09,2022-08-15
49097c20-82f1-4a84-97cf-a215fbe1c9af,E0000033,First Aid Allowance,19.76,2022-08-16,2022-08-22
d6fc9a5c-1552-441b-b614-5ec7e7daf570,E0000033,First Aid Allowance,19.76,2022-08-23,2022-08-29
503efcf7-f63a-4bad-b82a-9b306df7d332,E0000033,First Aid Allowance,19.76,2022-08-30,2022-09-05
5e991546-d978-4571-8165-25a805b72922,E0000033,First Aid Allowance,19.76,2022-09-06,2022-09-12
5de4701a-b14b-40ba-8b15-beb7210a0d91,E0000033,First Aid Allowance,19.76,2022-09-13,2022-09-19
23f470fb-7d16-4895-877e-b30400e2cf2c,E0000033,First Aid Allowance,19.76,2022-09-20,2022-09-26
9f4f5c8c-60b6-4c7b-a9f7-e31b8c3f396f,E0000033,First Aid Allowance,19.76,2022-09-27,2022-10-03
91bedf58-07b1-4ba3-9a6d-d617dca66b00,E0000033,First Aid Allowance,19.76,2022-10-04,2022-10-10
58f459fb-1cb9-4ae9-ac93-758e33fa066d,E0000033,First Aid Allowance,19.76,2022-10-11,2022-10-17
502fae4f-009a-4a93-a2df-776ff11e14ab,E0000033,First Aid Allowance,19.76,2022-10-18,2022-10-24
1187bb18-25ff-4cd3-877a-876da969c6b3,E0000033,First Aid Allowance,19.76,2022-10-25,2022-10-31
4874e38e-c92c-46a2-a7d5-69c9d94ee7cb,E0000033,First Aid Allowance,19.76,2022-11-01,2022-11-07
8a376381-c0f2-4c1c-af59-dbdeddc3b54a,E0000033,First Aid Allowance,19.76,2022-11-08,2022-11-14
943992cb-636a-4caa-b4a6-a6085da3f1b4,E0000033,First Aid Allowance,19.76,2022-11-15,2022-11-21
d7184462-4dec-470d-819e-90c74755289a,E0000033,First Aid Allowance,19.76,2022-11-22,2022-11-28
f27acee7-5851-4b7f-8e45-7eff2d100b1a,E0000033,First Aid Allowance,19.76,2022-11-29,2022-12-05
1784144a-aa41-4b6b-bff2-fea79f5dc2cb,E0000033,First Aid Allowance,19.76,2022-12-06,2022-12-12
03a92a28-940d-46af-bb2d-cbca666b33b4,E0000033,First Aid Allowance,19.76,2022-12-13,2022-12-19
e8497f6f-e5a3-48b5-b839-fe7e733becf5,E0000033,First Aid Allowance,19.76,2022-12-20,2022-12-26
45fef227-19c4-4b07-a1e0-c12b00890a6a,E0000033,First Aid Allowance,19.76,2022-12-27,2023-01-02
72e09803-ea46-4bd0-ae06-797dc6fa2f8b,E0000033,First Aid Allowance,19.76,2023-01-03,2023-01-09
456a5065-c759-41ed-b56b-6a28fe423419,E0000033,First Aid Allowance,19.76,2023-01-10,2023-01-16
a8dfe222-2d46-41bf-a950-c6e8ec26828b,E0000036,First Aid Allowance,19.76,2025-01-19,2025-01-25
8817534c-0d99-475c-ae41-4359aca6a748,E0000036,First Aid Allowance,19.76,2025-01-26,2025-02-01
0423e8ad-a8ef-43d3-bae4-04850c282514,E0000036,First Aid Allowance,19.76,2025-02-02,2025-02-08
6ba92b91-09cf-485f-9589-96a8a8e9bc15,E0000036,First Aid Allowance,19.76,2025-02-09,2025-02-15
d5aedc9e-c5ea-415f-8157-408d7621edc9,E0000036,First Aid Allowance,19.76,2025-02-16,2025-02-22
6672fef8-adda-45d5-9106-1aa0322e2ec8,E0000036,First Aid Allowance,19.76,2025-02-23,2025-03-01
4e9e0da0-d946-4e55-8a0c-c6a0a0698189,E0000036,First Aid Allowance,19.76,2025-03-02,2025-03-08
ddb6f323-5ab4-49c9-a619-6a5ef44aa2e0,E0000036,First Aid Allowance,19.76,2025-03-09,2025-03-15
22092dfa-e0c9-4c36-a7ec-45030e446335,E0000036,First Aid Allowance,19.76,2025-03-16,2025-03-22
2d12feb7-9e43-46cb-be89-650317394cb9,E0000036,First Aid Allowance,19.76,2025-03-23,2025-03-29
98bd4437-e9cd-4541-b80a-f76167d92ebd,E0000036,First Aid Allowance,19.76,2025-03-30,2025-04-05
eb45c066-6a07-449f-b322-2159220fa85f,E0000036,First Aid Allowance,19.76,2025-04-06,2025-04-12
df5053c5-c9ff-43aa-be01-6440658bc393,E0000036,First Aid Allowance,19.76,2025-04-13,2025-04-19
05ba1075-3b21-4c62-9035-c9c3ee113584,E0000036,First Aid Allowance,19.76,2025-04-20,2025-04-26
146fd1c2-dcd9-40fa-9c9b-d9664ef1f45c,E0000036,First Aid Allowance,19.76,2025-04-27,2025-04-29
8af7084d-5b24-4538-a3ee-d737d8988860,E0000037,Laundry Allowance,1.49,2022-11-06,2022-11-12
5bb08819-9c32-428b-92f1-a53992b4a9c0,E0000037,Laundry Allowance,1.49,2022-11-13,2022-11-19
c78f2711-f89b-4620-b81d-0ed4a9ddbabe,E0000037,Laundry Allowance,1.49,2022-11-20,2022-11-26
c6b5903d-5cec-4504-8a7d-7808dbf72ba2,E0000037,Laundry Allowance,1.49,2022-11-27,2022-12-03
4f6a5aea-38ba-4356-be4c-998e602040fb,E0000037,Laundry Allowance,1.49,2022-12-04,2022-12-10
8d258404-4070-4ba9-bcad-fa2120d8d420,E0000037,Laundry Allowance,1.49,2022-12-11,2022-12-17
8dc0c24f-89c1-4ecd-9636-b52801c2b309,E0000037,Laundry Allowance,1.49,2022-12-18,2022-12-24
a12a217d-9afd-4ff8-b0d3-5cdc09060311,E0000037,Laundry Allowance,1.49,2022-12-25,2022-12-31
531b7ef8-3c1d-4cf6-a9b7-35693d572d28,E0000037,Laundry Allowance,1.49,2023-01-01,2023-01-07
7f5e81e2-d31c-47cb-b525-176ea0d175cd,E0000037,Laundry Allowance,1.49,2023-01-08,2023-01-14
332d92a4-d771-4f21-a982-998b46895d34,E0000037,Laundry Allowance,1.49,2023-01-15,2023-01-21
84c45d09-478a-4185-a24d-d0d330f88e36,E0000037,Laundry Allowance,1.49,2023-01-22,2023-01-28
d117a144-1975-42cc-8e76-667c9dbd9b9c,E0000037,Laundry Allowance,1.49,2023-01-29,2023-02-04
cf5abd24-cc8e-4b46-adb2-0deb99528a04,E0000037,Laundry Allowance,1.49,2023-02-05,2023-02-11
b9224514-6295-4760-8ae5-009a51f49aa5,E0000037,Laundry Allowance,1.49,2023-02-12,2023-02-18
1c0e001f-d7d3-44d6-9ff3-9eb1fcba7894,E0000037,Laundry Allowance,1.49,2023-02-19,2023-02-25
004f4bd2-052f-4955-8719-018729c8972d,E0000037,Laundry Allowance,1.49,2023-02-26,2023-03-04
864aa712-169e-41e1-8ca5-7e872b555e7e,E0000037,Laundry Allowance,1.49,2023-03-05,2023-03-11
0681b05c-2064-4c44-82af-f87ac14422ce,E0000037,Laundry Allowance,1.49,2023-03-12,2023-03-18
9a056d06-4a81-48be-8aba-3983c5c4ae06,E0000037,Laundry Allowance,1.49,2023-03-19,2023-03-25
b55ae453-7ec3-4965-84b5-0af8d58874d2,E0000037,Laundry Allowance,1.49,2023-03-26,2023-04-01
275873b3-9ca7-44b4-997d-6b137068fa96,E0000037,Laundry Allowance,1.49,2023-04-02,2023-04-08
3d2fc727-145b-42e0-ad31-9fddb731cf7a,E0000037,Laundry Allowance,1.49,2023-04-09,2023-04-15
9a8564ed-42cb-427a-a145-08efc7709f8c,E0000037,Laundry Allowance,1.49,2023-04-16,2023-04-22
2a238a32-02b1-4a13-a67b-f2c676308421,E0000037,Laundry Allowance,1.49,2023-04-23,2023-04-29
28cfa05e-be49-4621-8b35-80f35a810d4e,E0000037,Laundry Allowance,1.49,2023-04-30,2023-05-06
9af1e077-769e-4531-8279-54cbef746cb3,E0000037,Laundry Allowance,1.49,2023-05-07,2023-05-13
6fde662e-bab5-478d-947d-d1b47ec34ae7,E0000037,Laundry Allowance,1.49,2023-05-14,2023-05-20
78f6dbde-4266-4785-8c51-6a5533e40817,E0000037,Laundry Allowance,1.49,2023-05-21,2023-05-27
6ad99384-2ab7-4556-abde-ef81d0e9282b,E0000037,Laundry Allowance,1.49,2023-05-28,2023-06-03
79eb1370-8642-4555-9a50-516a4de93890,E0000037,Laundry Allowance,1.49,2023-06-04,2023-06-10
62573833-cef2-4882-9229-1b138eaa373d,E0000037,Laundry Allowance,1.49,2023-06-11,2023-06-17
0f5bbebb-6b52-4c58-86b1-7c6d435f1c6b,E0000037,Laundry Allowance,1.49,2023-06-18,2023-06-24
132b690f-aa92-497c-8829-30df49fff217,E0000037,Laundry Allowance,1.49,2023-06-25,2023-07-01
9c2f1034-7fd8-438c-887e-159b8ab64737,E0000037,Laundry Allowance,1.49,2023-07-02,2023-07-08
bd13490b-9bfd-43d0-b80a-5e0cc8a46a3b,E0000037,Laundry Allowance,1.49,2023-07-09,2023-07-15
030e33a0-245d-4b03-8c7c-d8b9cf91d0bb,E0000037,Laundry Allowance,1.49,2023-07-16,2023-07-22
60136913-ccad-45f5-9ab7-5cc0bce5906d,E0000037,Laundry Allowance,1.49,2023-07-23,2023-07-29
49d5aada-d1d9-4a6c-ae4c-4d139e9e1944,E0000037,Laundry Allowance,1.49,2023-07-30,2023-08-05
a239ea43-985b-427a-9483-eb6c4d8c61bb,E0000037,Laundry Allowance,1.49,2023-08-06,2023-08-12
04f91276-2c4f-45cb-8896-7327c41dc246,E0000037,Laundry Allowance,1.49,2023-08-13,2023-08-19
c023ce05-ea9c-42f6-b287-f01092c75201,E0000037,Laundry Allowance,1.49,2023-08-20,2023-08-26
9e1a9ff1-c443-496f-8642-9a543f344c30,E0000037,Laundry Allowance,1.49,2023-08-27,2023-09-02
33a94260-ebf4-49e9-8fd7-40c79fc2089f,E0000037,Laundry Allowance,1.49,2023-09-03,2023-09-09
9139ef35-35c0-4caf-a07e-c4fe5bba7590,E0000037,Laundry Allowance,1.49,2023-09-10,2023-09-16
1998f14b-fdd0-4bd6-a83f-bae3ea6dbf38,E0000037,Laundry Allowance,1.49,2023-09-17,2023-09-23
fcddf302-de6b-43cd-9ed3-9a5da46e92b7,E0000037,Laundry Allowance,1.49,2023-09-24,2023-09-30
0f4d0400-c8fd-4e21-9d7f-898e7ef7aa9e,E0000037,Laundry Allowance,1.49,2023-10-01,2023-10-07
95266d4c-1082-4bab-926b-843903bf796e,E0000037,Laundry Allowance,1.49,2023-10-08,2023-10-14
83ff58fd-a9a6-404b-8e02-3c4242cb7b20,E0000037,Laundry Allowance,1.49,2023-10-15,2023-10-21
5948cc5e-874d-4c64-9cac-f63973b1a914,E0000037,Laundry Allowance,1.49,2023-10-22,2023-10-28
35e2a5f8-fca1-4104-90bd-28efe3e40c0e,E0000037,Laundry Allowance,1.49,2023-10-29,2023-11-04
cae17375-3e23-4133-8afe-4665b81282db,E0000037,Laundry Allowance,1.49,2023-11-05,2023-11-11
580c9a99-8e62-41f8-bdbc-8c2ae56e8dc5,E0000037,Laundry Allowance,1.49,2023-11-12,2023-11-18
bd28ceb8-40fc-4efe-9c67-f8724676487a,E0000037,Laundry Allowance,1.49,2023-11-19,2023-11-25
68c64481-7431-4cd0-99b3-92406c5fdd5b,E0000037,Laundry Allowance,1.49,2023-11-26,2023-12-02
4469b2cf-99a1-4aff-8100-a6e2a95090ce,E0000037,Laundry Allowance,1.49,2023-12-03,2023-12-09
1c84323e-6cd6-4e2f-a147-168e02097f0f,E0000037,Laundry Allowance,1.49,2023-12-10,2023-12-16
d312cd42-616f-4087-96fc-e1ecb4996db4,E0000037,Laundry Allowance,1.49,2023-12-17,2023-12-23
9d1fe34f-31f5-44f1-90f7-79098d4444af,E0000037,Laundry Allowance,1.49,2023-12-24,2023-12-30
2e43ef68-010e-42e4-8450-9a097aa5d7cf,E0000037,Laundry Allowance,1.49,2023-12-31,2024-01-06
09f911a8-c10f-4b25-95e1-05c69688f376,E0000037,Laundry Allowance,1.49,2024-01-07,2024-01-13
6c566e3f-c570-4102-8269-e6d568b6eebd,E0000037,Laundry Allowance,1.49,2024-01-14,2024-01-20
0bf6e534-48ed-4e82-8ff4-7435080d31f0,E0000037,Laundry Allowance,1.49,2024-01-21,2024-01-27
99064763-4b27-4bd0-8d9e-be9b11c0cd1e,E0000037,Laundry Allowance,1.49,2024-01-28,2024-02-03
f0f09348-516f-44ab-8d4c-35d9eb4cb7e1,E0000037,Laundry Allowance,1.49,2024-02-04,2024-02-10
ca8de96e-5585-4fbd-a6b6-9c3d75cf4156,E0000037,Laundry Allowance,1.49,2024-02-11,2024-02-17
b5fdeab1-cf88-46df-b630-e5f80d305753,E0000037,Laundry Allowance,1.49,2024-02-18,2024-02-24
ba003b97-918e-4e65-bebb-788b97f69411,E0000037,Laundry Allowance,1.49,2024-02-25,2024-03-02
8724e9aa-2692-4db8-862e-8f9aa5befd0d,E0000037,Laundry Allowance,1.49,2024-03-03,2024-03-09
182fc623-3e99-45f3-85e5-2bac2c4ca63a,E0000037,Laundry Allowance,1.49,2024-03-10,2024-03-16
f0dcbbeb-8e07-4f4a-8f47-30256877cb32,E0000037,Laundry Allowance,1.49,2024-03-17,2024-03-23
a45d2b5a-9c00-458e-9ac1-caba23f58dee,E0000037,Laundry Allowance,1.49,2024-03-24,2024-03-30
1cf98302-2064-4f46-a606-23d3df7d03d8,E0000037,Laundry Allowance,1.49,2024-03-31,2024-04-06
ef6aa8c9-c0eb-4057-8836-c80d0c24c95a,E0000037,Laundry Allowance,1.49,2024-04-07,2024-04-13
b7716555-87b2-4145-83ac-032e1c5f4ad0,E0000037,Laundry Allowance,1.49,2024-04-14,2024-04-20
d2af6444-98c1-4397-9657-05499a7e187a,E0000037,Laundry Allowance,1.49,2024-04-21,2024-04-27
0b2d8e44-b9f7-4412-a01e-865fc4ef37cc,E0000037,Laundry Allowance,1.49,2024-04-28,2024-05-04
6040c1c1-1fa5-4ddc-a7ef-c08cda252f19,E0000037,Laundry Allowance,1.49,2024-05-05,2024-05-11
6ac9a5c9-b637-4542-a599-640d835c172f,E0000037,Laundry Allowance,1.49,2024-05-12,2024-05-18
660a31c4-b667-4990-8ba6-5ce3b94c2ac6,E0000037,Laundry Allowance,1.49,2024-05-19,2024-05-25
211a5a0c-1675-4111-9a10-7bd212b15005,E0000037,Laundry Allowance,1.49,2024-05-26,2024-06-01
067f2250-7d13-43a5-9bbf-35fde05217cc,E0000037,Laundry Allowance,1.49,2024-06-02,2024-06-08
2ddb91bb-c50f-41ef-8eef-18b82591b0a2,E0000037,Laundry Allowance,1.49,2024-06-09,2024-06-15
c536d7d2-6841-42b6-8e28-d5c6184aa75f,E0000037,Laundry Allowance,1.49,2024-06-16,2024-06-22
7d5652e5-7269-4bdb-a311-d882d66f84c4,E0000037,Laundry Allowance,1.49,2024-06-23,2024-06-29
64cfc80c-fbd9-498c-8c70-88028f68c78c,E0000037,Laundry Allowance,1.49,2024-06-30,2024-07-06
9d81413e-b308-4d1c-b1f4-254ce7c3f804,E0000037,Laundry Allowance,1.49,2024-07-07,2024-07-13
fdcbb9a4-9cf4-4bb7-b0b5-daef96b52f6b,E0000037,Laundry Allowance,1.49,2024-07-14,2024-07-20
6d0d46f0-6b97-42be-9ad0-0c05a2c9ac99,E0000037,Laundry Allowance,1.49,2024-07-21,2024-07-27
3d17c97a-bab4-42b2-8cc0-028967c8c9ac,E0000037,Laundry Allowance,1.49,2024-07-28,2024-08-03
3752ef6e-e9c9-44d9-b2e0-cccbc99d54d2,E0000037,Laundry Allowance,1.49,2024-08-04,2024-08-10
aa26da54-588c-40a6-a32f-b247bf577e0f,E0000037,Laundry Allowance,1.49,2024-08-11,2024-08-17
75045242-36f5-43b6-a7e5-7b48a6408797,E0000037,Laundry Allowance,1.49,2024-08-18,2024-08-24
c32485d4-61f5-4bfa-9376-c41eb40c1e0d,E0000037,Laundry Allowance,1.49,2024-08-25,2024-08-31
1f4c98bd-317e-462a-834f-b9f7b62e65c1,E0000037,Laundry Allowance,1.49,2024-09-01,2024-09-07
3f27338a-e85c-43e6-96fc-da905b7dbd98,E0000037,Laundry Allowance,1.49,2024-09-08,2024-09-14
b4fc0c45-73b9-4056-b30f-dcbf40056bf9,E0000037,Laundry Allowance,1.49,2024-09-15,2024-09-21
80a08030-ed25-4a1d-a27e-65fe6df59113,E0000037,Laundry Allowance,1.49,2024-09-22,2024-09-28
731fd100-701b-41da-b240-b1eacf5bde3d,E0000037,Laundry Allowance,1.49,2024-09-29,2024-10-05
cb9a74c3-b491-4494-8a72-6926d7a7bad3,E0000037,Laundry Allowance,1.49,2024-10-06,2024-10-12
20ddae22-a4a8-4565-ab87-a02d4dd0964c,E0000037,Laundry Allowance,1.49,2024-10-13,2024-10-19
d2ffaf51-cad5-4604-96d0-eed52c817344,E0000037,Laundry Allowance,1.49,2024-10-20,2024-10-26
02bb68d4-c6f2-406f-88c1-d9e5df43014c,E0000037,Laundry Allowance,1.49,2024-10-27,2024-11-02
bb3b9f1d-a3f0-48f8-b331-70098b9ef169,E0000037,Laundry Allowance,1.49,2024-11-03,2024-11-09
f3b3c0d0-23b2-47d6-adbc-03e02892c174,E0000037,Laundry Allowance,1.49,2024-11-10,2024-11-16
93c70640-7bcc-4a25-a8b3-a328b0ea7635,E0000037,Laundry Allowance,1.49,2024-11-17,2024-11-23
4b18cdf3-5c60-416f-8923-98582cd723d6,E0000037,Laundry Allowance,1.49,2024-11-24,2024-11-30
053d553f-f9c9-448f-a6ab-13b6326d27ed,E0000037,Laundry Allowance,1.49,2024-12-01,2024-12-07
848c9986-b487-4ea9-9079-a9833faa4be5,E0000037,Laundry Allowance,1.49,2024-12-08,2024-12-14
9751d834-558b-43e6-9316-b62e6552199e,E0000037,Laundry Allowance,1.49,2024-12-15,2024-12-21
1b9ccdc3-f0b3-402d-b31f-d3b63cbdf541,E0000037,Laundry Allowance,1.49,2024-12-22,2024-12-28
b67a9a05-6c27-4a69-a388-3f8616257dc7,E0000037,Laundry Allowance,1.49,2024-12-29,2025-01-04
1e49253d-c7a3-4f41-844c-85c06d4d52a1,E0000037,Laundry Allowance,1.49,2025-01-05,2025-01-11
